domain,legitimacy_score,total_occurrences,in_spam,in_ham,sources,category
evhead.com,80,1,0,1,urls,legitimate
analogx.com,80,1,0,1,urls,legitimate
clevermedia.com,80,1,0,1,urls,legitimate
yesiknow.com,80,1,0,1,urls,legitimate
kyocera-wireless.com,80,2,0,2,urls,legitimate
moviegear.com,80,1,0,1,urls,legitimate
madshrimps.com,80,1,0,1,urls,legitimate
netmusiccountdown.com,80,4,0,4,urls,legitimate
deskmod.com,80,4,0,4,urls,legitimate
iowageek.com,80,6,0,6,urls,legitimate
voltexx.com,80,4,0,4,urls,legitimate
flowgo.com,80,7,0,7,urls,legitimate
esellerate.net,80,7,0,7,urls,legitimate
nai.com,80,1,0,1,urls,legitimate
skycasters.com,80,1,0,1,urls,legitimate
15seconds.com,80,1,0,1,urls,legitimate
basictemplates.com,80,1,0,1,urls,legitimate
opalis.com,80,2,0,2,urls,legitimate
inet1.com,80,1,0,1,urls,legitimate
msntv.com,80,1,0,1,urls,legitimate
myvirtualmodel.com,80,1,0,1,urls,legitimate
online-tonight.com,80,1,0,1,urls,legitimate
mac.com,80,2,0,2,urls,legitimate
psstt.com,80,4,0,4,urls,legitimate
techtarget.com,80,3,0,3,"from, urls",legitimate
i386.com,80,1,0,1,urls,legitimate
surfpilot.net,80,1,0,1,urls,legitimate
robsoftware.com,80,1,0,1,urls,legitimate
alliedhr.com,80,1,0,1,urls,legitimate
winnetmag.com,80,4,0,4,urls,legitimate
axiomx.com,80,1,0,1,urls,legitimate
linksynergy.com,80,4,0,4,urls,legitimate
bookcrossing.com,80,1,0,1,urls,legitimate
handspring.com,80,1,0,1,urls,legitimate
stardock.com,80,3,0,3,urls,legitimate
ifilm.com,80,1,0,1,urls,legitimate
tomeraider.com,80,1,0,1,urls,legitimate
peanutpress.com,80,1,0,1,urls,legitimate
heleenvandenhombergh.com,80,1,0,1,urls,legitimate
winamp.com,80,1,0,1,urls,legitimate
mp3s.com,80,2,0,2,urls,legitimate
theabsolute.net,80,1,0,1,urls,legitimate
actualtools.com,80,1,0,1,urls,legitimate
toteboard.net,80,1,0,1,urls,legitimate
mywebattack.com,80,4,0,4,urls,legitimate
electriconland.com,80,1,0,1,urls,legitimate
pocketpcmag.com,80,1,0,1,urls,legitimate
3dsoundsurge.com,80,1,0,1,urls,legitimate
turtlebeach.com,80,1,0,1,urls,legitimate
aicardi.com,80,1,0,1,urls,legitimate
fusionw3.com,80,1,0,1,urls,legitimate
pracx.com,80,1,0,1,urls,legitimate
beliefnet.com,80,1,0,1,urls,legitimate
glitschka.com,80,2,0,2,urls,legitimate
thumpbunny.com,80,1,0,1,urls,legitimate
tigerdirect.com,80,1,0,1,urls,legitimate
speedera.net,80,1,0,1,urls,legitimate
canon.com,80,1,0,1,,legitimate
canonresellers.com,80,1,0,1,urls,legitimate
captureleads.com,80,1,0,1,urls,legitimate
crosspaths.net,80,1,0,1,urls,legitimate
mediafour.com,80,1,0,1,urls,legitimate
fightcloud.com,80,1,0,1,urls,legitimate
bbesound.com,80,1,0,1,urls,legitimate
winferno.com,80,1,0,1,urls,legitimate
wikipedia.com,80,1,0,1,urls,legitimate
squeeek.com,80,2,0,2,urls,legitimate
noevenable.com,80,1,0,1,urls,legitimate
newarchitectmag.com,80,2,0,2,urls,legitimate
aversoft.com,80,1,0,1,urls,legitimate
anandtech.com,80,1,0,1,urls,legitimate
theregus.com,80,1,0,1,urls,legitimate
labmice.net,80,1,0,1,urls,legitimate
netraverse.com,80,1,0,1,urls,legitimate
linuxpr.com,80,1,0,1,urls,legitimate
linuxgazette.com,80,2,0,2,urls,legitimate
mandrake.com,80,1,0,1,urls,legitimate
librelogiciel.com,80,1,0,1,urls,legitimate
linuxplanet.com,80,1,0,1,urls,legitimate
walmart.com,80,1,0,1,urls,legitimate
mandrakelinux.com,80,1,0,1,urls,legitimate
microtel.com,80,1,0,1,urls,legitimate
atdmt.com,80,3,0,3,urls,legitimate
monocle-solutions.com,80,1,0,1,urls,legitimate
franske.com,80,1,0,1,urls,legitimate
sonicfoundry.com,80,1,0,1,urls,legitimate
re-route.com,80,1,0,1,urls,legitimate
screenmate.net,80,1,0,1,urls,legitimate
iblameyou.com,80,1,0,1,urls,legitimate
sellshareware.com,80,4,0,4,,legitimate
zecos.com,80,1,0,1,urls,legitimate
maccaws.com,80,1,0,1,urls,legitimate
bradsoft.com,80,1,0,1,urls,legitimate
email911.com,80,1,0,1,urls,legitimate
theavocadopapers.com,80,1,0,1,urls,legitimate
trinfinitysoftware.com,80,1,0,1,urls,legitimate
modemspy.com,80,1,0,1,urls,legitimate
webruler.com,80,1,0,1,urls,legitimate
theinquirer.net,80,1,0,1,urls,legitimate
vsres.com,80,1,0,1,urls,legitimate
compaq.com,80,1,0,1,urls,legitimate
nvidia.com,80,1,0,1,urls,legitimate
dq.com,80,1,0,1,urls,legitimate
cdrom.com,80,1,0,1,urls,legitimate
mrichi.com,80,1,0,1,from,legitimate
gartner.com,80,1,0,1,urls,legitimate
iso17799-made-easy.com,80,1,0,1,urls,legitimate
iso17799.net,80,1,0,1,urls,legitimate
disaster-recovery-plan.com,80,1,0,1,urls,legitimate
xmr3.com,80,1,0,1,"from, urls",legitimate
net2.com,80,2,0,2,urls,legitimate
tryoutlinux.com,80,1,0,1,urls,legitimate
osborne.com,80,1,0,1,urls,legitimate
oracle.com,80,1,0,1,urls,legitimate
oracleeblast.com,80,1,0,1,from,legitimate
mailshell.com,80,2,0,2,"from, urls",legitimate
matrox.com,80,1,0,1,"from, urls",legitimate
desktopengineer.com,80,1,0,1,"from, urls",legitimate
installshield.com,80,1,0,1,urls,legitimate
motleyfool.com,80,2,0,2,from,legitimate
fool.com,80,3,0,3,"from, urls",legitimate
lnksrv.com,80,2,0,2,urls,legitimate
fooladvisor.com,80,2,0,2,from,legitimate
ppi-orders.com,80,2,0,2,urls,legitimate
investorplace.com,80,2,0,2,urls,legitimate
e-softinc.com,80,1,0,1,from,legitimate
aibgroup.com,80,1,0,1,urls,legitimate
baen.com,80,1,0,1,urls,legitimate
news-record.com,80,1,0,1,urls,legitimate
janisian.com,80,3,0,3,urls,legitimate
linuxworldexpo.com,80,1,0,1,urls,legitimate
defcon.com,80,1,0,1,urls,legitimate
edventure.com,80,3,0,3,urls,legitimate
fisherinvestments.com,80,3,0,3,urls,legitimate
lewrockwell.com,80,1,0,1,urls,legitimate
ekathimerini.com,80,1,0,1,urls,legitimate
jpost.com,80,1,0,1,urls,legitimate
gulf-daily-news.com,80,1,0,1,urls,legitimate
wunderground.com,80,1,0,1,urls,legitimate
thenewsmexico.com,80,1,0,1,urls,legitimate
nationalgeographic.com,80,1,0,1,urls,legitimate
fragmentsoftime.com,80,1,0,1,urls,legitimate
xinhuanet.com,80,1,0,1,urls,legitimate
intoarch.com,80,1,0,1,urls,legitimate
theartnewspaper.com,80,1,0,1,urls,legitimate
haaretzdaily.com,80,1,0,1,urls,legitimate
orlandosentinel.com,80,1,0,1,urls,legitimate
philly.com,80,1,0,1,urls,legitimate
cowpokeproductions.com,80,4,0,4,urls,legitimate
chicagotribune.com,80,1,0,1,urls,legitimate
businessweek.com,80,1,0,1,urls,legitimate
sunspot.net,80,1,0,1,urls,legitimate
twtelecom.com,80,1,0,1,urls,legitimate
vasoftware.com,80,1,0,1,urls,legitimate
kartoo.net,80,1,0,1,urls,legitimate
stormfax.com,80,1,0,1,urls,legitimate
lyris.net,80,2,0,2,"from, urls",legitimate
neatnettricks.com,80,1,0,1,,legitimate
secureie.com,80,1,0,1,urls,legitimate
escribe.com,80,1,0,1,urls,legitimate
fsg.com,80,2,0,2,urls,legitimate
winxpnews.com,80,1,0,1,"from, urls",legitimate
bloggerheads.com,80,1,0,1,urls,legitimate
isilox.com,80,1,0,1,,legitimate
isilo.com,80,1,0,1,,legitimate
php.net,80,1,0,1,urls,legitimate
clavister.com,80,1,0,1,urls,legitimate
everlastingsystems.com,80,1,0,1,,legitimate
gnac.net,80,1,0,1,,legitimate
javaonthebrain.com,80,1,0,1,urls,legitimate
draiocht.net,80,1,0,1,urls,legitimate
adage.com,80,1,0,1,urls,legitimate
ftech.net,80,1,0,1,urls,legitimate
headspace.com,80,1,0,1,urls,legitimate
bluedust.com,80,1,0,1,urls,legitimate
3gamerchicks.com,80,1,0,1,urls,legitimate
jacquelinestallone.com,80,1,0,1,urls,legitimate
diffusiononline.net,80,1,0,1,urls,legitimate
pocketsmalltalk.com,80,1,0,1,urls,legitimate
gabba.net,80,1,0,1,urls,legitimate
tidbits.com,80,1,0,1,urls,legitimate
randomfoo.net,80,1,0,1,urls,legitimate
sysadminmag.com,80,1,0,1,urls,legitimate
lifetimetv.com,80,2,0,2,"from, urls",legitimate
opentext.com,80,2,0,2,from,legitimate
mysteryphoto.com,80,1,0,1,urls,legitimate
sendoutmail.com,80,3,0,3,urls,legitimate
pulsetv.com,80,3,0,3,urls,legitimate
shagmail.com,80,3,0,3,"from, urls",legitimate
iomega.com,80,1,0,1,urls,legitimate
harpercollins.com,80,1,0,1,urls,legitimate
sneakemail.com,80,2,0,2,from,legitimate
weather.com,80,1,0,1,"from, urls",legitimate
ivillage.com,80,1,0,1,urls,legitimate
chartshop.com,80,1,0,1,urls,legitimate
astrology.com,80,1,0,1,"from, urls",legitimate
ashfieldonline.com,80,1,0,1,,legitimate
keenspot.com,80,1,0,1,"from, urls",legitimate
burstnet.com,80,1,0,1,urls,legitimate
shockwave.com,80,1,0,1,urls,legitimate
reformer.com,80,1,0,1,urls,legitimate
healthquarterly.com,80,1,0,1,urls,legitimate
thetranscript.com,80,1,0,1,urls,legitimate
berkshirecommunity.com,80,1,0,1,urls,legitimate
datemaker.com,80,1,0,1,urls,legitimate
benningtonbanner.com,80,1,0,1,urls,legitimate
berkshiresweek.com,80,1,0,1,urls,legitimate
berkshireeagle.com,80,1,0,1,"from, urls",legitimate
headbonezone.com,80,1,0,1,urls,legitimate
mnginteractive.com,80,1,0,1,urls,legitimate
landmark-cu.com,80,1,0,1,urls,legitimate
asptoday.com,80,1,0,1,urls,legitimate
csharptoday.com,80,1,0,1,urls,legitimate
wrox.com,80,1,0,1,"from, urls",legitimate
fsl.com,80,1,0,1,urls,legitimate
cisco.com,80,1,0,1,urls,legitimate
yimg.com,80,1,0,1,urls,legitimate
iansweb.com,80,1,0,1,urls,legitimate
jacklewis.net,80,1,0,1,,legitimate
zackscott.net,80,1,0,1,urls,legitimate
justagwailo.com,80,1,0,1,urls,legitimate
majcher.com,80,1,0,1,urls,legitimate
scytale.com,80,1,0,1,urls,legitimate
furnari.net,80,1,0,1,urls,legitimate
woodster.com,80,1,0,1,urls,legitimate
aroundmyroom.com,80,1,0,1,urls,legitimate
taintedmelodies.com,80,1,0,1,urls,legitimate
thegirliematters.com,80,1,0,1,urls,legitimate
turtelina.net,80,1,0,1,urls,legitimate
zonageek.com,80,1,0,1,urls,legitimate
subaverage.com,80,1,0,1,urls,legitimate
jakwon.com,80,1,0,1,urls,legitimate
pick-me.net,80,1,0,1,urls,legitimate
napoleondynamite.com,80,1,0,1,urls,legitimate
dementedandsad.com,80,1,0,1,urls,legitimate
inspiraznz.net,80,1,0,1,urls,legitimate
phpdiva.com,80,1,0,1,urls,legitimate
7nights.com,80,1,0,1,urls,legitimate
fubsy.net,80,1,0,1,urls,legitimate
detroittigersweblog.com,80,1,0,1,urls,legitimate
mousemusings.com,80,1,0,1,urls,legitimate
mayleen.com,80,1,0,1,urls,legitimate
pixiechick.net,80,1,0,1,urls,legitimate
unclebear.com,80,1,0,1,urls,legitimate
scribecentral.com,80,1,0,1,urls,legitimate
clappstar.com,80,1,0,1,urls,legitimate
suicidegirl.net,80,1,0,1,urls,legitimate
greendezire.com,80,1,0,1,urls,legitimate
kdblog.com,80,1,0,1,urls,legitimate
blogapalooza.com,80,1,0,1,urls,legitimate
kiss-my-pixels.net,80,1,0,1,urls,legitimate
liquidvolt.com,80,1,0,1,urls,legitimate
amethystique.com,80,1,0,1,urls,legitimate
newmars.com,80,1,0,1,urls,legitimate
digitaldownlow.net,80,1,0,1,urls,legitimate
mommydreams.com,80,1,0,1,urls,legitimate
9622.net,80,1,0,1,urls,legitimate
sweetstar.net,80,1,0,1,urls,legitimate
divamaggie.com,80,1,0,1,urls,legitimate
lillywonka.com,80,1,0,1,urls,legitimate
zachisbored.com,80,1,0,1,urls,legitimate
envy-us.com,80,1,0,1,urls,legitimate
docnotes.net,80,1,0,1,urls,legitimate
bryanbell.com,80,1,0,1,urls,legitimate
pealco.net,80,1,0,1,urls,legitimate
ourhidingplace.com,80,1,0,1,urls,legitimate
traicovn.com,80,1,0,1,urls,legitimate
dreameternal.com,80,1,0,1,urls,legitimate
digitaldrivel.net,80,1,0,1,urls,legitimate
zanthan.com,80,1,0,1,urls,legitimate
cicada.com,80,1,0,1,urls,legitimate
doxos.com,80,1,0,1,urls,legitimate
zwavel.com,80,1,0,1,urls,legitimate
velvethammers.com,80,1,0,1,urls,legitimate
truthlaidbear.com,80,1,0,1,urls,legitimate
feelawesome.com,80,1,0,1,urls,legitimate
justnathan.com,80,1,0,1,urls,legitimate
lin-design.net,80,1,0,1,urls,legitimate
casadaporra.com,80,1,0,1,urls,legitimate
dartlog.net,80,1,0,1,urls,legitimate
mike-sheryl.com,80,1,0,1,urls,legitimate
thudfactor.com,80,1,0,1,urls,legitimate
bravesjournal.com,80,1,0,1,urls,legitimate
negative-g.net,80,1,0,1,urls,legitimate
chimpswithkeyboards.com,80,1,0,1,urls,legitimate
captionmachine.com,80,1,0,1,urls,legitimate
solonor.com,80,1,0,1,urls,legitimate
vitallyimportantinformation.com,80,1,0,1,urls,legitimate
tiddly-pom.com,80,1,0,1,urls,legitimate
prayforsnow.com,80,1,0,1,urls,legitimate
boringporn.com,80,1,0,1,urls,legitimate
centricle.com,80,1,0,1,urls,legitimate
gaytvnetwork.com,80,1,0,1,urls,legitimate
mattjefferson.com,80,1,0,1,urls,legitimate
houseoftucker.com,80,1,0,1,urls,legitimate
brokensoul.net,80,1,0,1,urls,legitimate
ronamy.com,80,1,0,1,urls,legitimate
milbertus.com,80,1,0,1,urls,legitimate
pomtiedom.com,80,1,0,1,urls,legitimate
gulker.com,80,1,0,1,urls,legitimate
brodoprimordiale.net,80,1,0,1,urls,legitimate
anarchogeek.com,80,1,0,1,urls,legitimate
jeffryg.com,80,1,0,1,urls,legitimate
schussman.com,80,1,0,1,urls,legitimate
jdigital.net,80,1,0,1,urls,legitimate
frission.net,80,1,0,1,,legitimate
quiet-chaos.com,80,1,0,1,urls,legitimate
strikter.net,80,1,0,1,urls,legitimate
lonegungal.com,80,1,0,1,urls,legitimate
jcnews.net,80,1,0,1,urls,legitimate
campc.com,80,1,0,1,urls,legitimate
prandial.com,80,1,0,1,urls,legitimate
danesbored.com,80,1,0,1,urls,legitimate
bellyfuzz.com,80,1,0,1,urls,legitimate
mcgerik.com,80,1,0,1,urls,legitimate
oakforestumc.com,80,1,0,1,urls,legitimate
vanmega.com,80,1,0,1,urls,legitimate
cyber-gish.com,80,1,0,1,urls,legitimate
seancarton.com,80,1,0,1,urls,legitimate
fireflyoftheearth.com,80,1,0,1,urls,legitimate
cinemaminima.com,80,1,0,1,urls,legitimate
nukevet.com,80,1,0,1,urls,legitimate
thetextobscured.net,80,1,0,1,urls,legitimate
dubberley.com,80,1,0,1,urls,legitimate
uidiot.net,80,1,0,1,urls,legitimate
maskedinnocence.com,80,1,0,1,urls,legitimate
protest.net,80,1,0,1,urls,legitimate
privacydigest.com,80,1,0,1,urls,legitimate
tattletale.net,80,1,0,1,urls,legitimate
find-nirvana.net,80,1,0,1,urls,legitimate
brunbabybrun.com,80,1,0,1,urls,legitimate
focusedperformance.com,80,1,0,1,urls,legitimate
fantasyinfocentral.com,80,1,0,1,urls,legitimate
altmuslim.com,80,1,0,1,urls,legitimate
smallish.com,80,1,0,1,urls,legitimate
puntbarra.com,80,1,0,1,urls,legitimate
marswire.com,80,1,0,1,urls,legitimate
bobarnott.com,80,1,0,1,urls,legitimate
jamsandwhich.com,80,1,0,1,urls,legitimate
illusionaire.com,80,1,0,1,urls,legitimate
catch.com,80,1,0,1,urls,legitimate
ryanrobot.com,80,1,0,1,urls,legitimate
candygenius.com,80,1,0,1,urls,legitimate
ailurophile.com,80,1,0,1,urls,legitimate
extendedminds.net,80,1,0,1,urls,legitimate
toxicpink.com,80,1,0,1,urls,legitimate
neuroticfishbowl.com,80,1,0,1,urls,legitimate
rain-cloud.com,80,1,0,1,urls,legitimate
the-yarn.net,80,1,0,1,urls,legitimate
damagedgoods.com,80,1,0,1,urls,legitimate
reallans.com,80,1,0,1,urls,legitimate
ioelolimpia.com,80,1,0,1,urls,legitimate
lonelycactus.com,80,1,0,1,urls,legitimate
delphiforums.com,80,1,0,1,urls,legitimate
coteindustries.com,80,1,0,1,urls,legitimate
hanging-fire.net,80,1,0,1,urls,legitimate
postneo.com,80,1,0,1,urls,legitimate
omnibuscortex.com,80,1,0,1,urls,legitimate
spasticyak.com,80,1,0,1,urls,legitimate
pixlar.net,80,1,0,1,urls,legitimate
hairyeyeball.net,80,1,0,1,urls,legitimate
ncyoung.com,80,1,0,1,urls,legitimate
jayreding.com,80,1,0,1,urls,legitimate
plemel.com,80,1,0,1,urls,legitimate
greggclare.com,80,1,0,1,urls,legitimate
lightningfield.com,80,1,0,1,urls,legitimate
cognitivearchitects.com,80,1,0,1,urls,legitimate
unartistic.net,80,1,0,1,urls,legitimate
sameperson.net,80,1,0,1,urls,legitimate
politicals.com,80,1,0,1,urls,legitimate
dynamicobjects.com,80,1,0,1,urls,legitimate
underachievers.com,80,1,0,1,urls,legitimate
outinfive.com,80,1,0,1,urls,legitimate
reedmaniac.com,80,1,0,1,urls,legitimate
disillusion.net,80,1,0,1,urls,legitimate
funkrawk.com,80,1,0,1,urls,legitimate
orenji-blossom.net,80,1,0,1,urls,legitimate
caterwauling.com,80,1,0,1,urls,legitimate
bogusoperation.com,80,1,0,1,urls,legitimate
zapotoczny.com,80,1,0,1,urls,legitimate
crowdpleazr.com,80,1,0,1,urls,legitimate
alanapost.com,80,1,0,1,urls,legitimate
jepstone.net,80,1,0,1,urls,legitimate
lecour.net,80,1,0,1,urls,legitimate
monkeyx.com,80,1,0,1,urls,legitimate
hookerdust.com,80,1,0,1,urls,legitimate
steidler.net,80,1,0,1,urls,legitimate
ozten.com,80,1,0,1,urls,legitimate
goppy.net,80,1,0,1,urls,legitimate
badsamaritan.com,80,1,0,1,urls,legitimate
strangechord.com,80,1,0,1,urls,legitimate
chicky.net,80,1,0,1,urls,legitimate
dementedkitty.com,80,1,0,1,urls,legitimate
pdahandyman.com,80,1,0,1,urls,legitimate
techieswithcats.com,80,1,0,1,urls,legitimate
indigoblur.com,80,1,0,1,urls,legitimate
szymona.net,80,1,0,1,urls,legitimate
conjecturer.com,80,1,0,1,urls,legitimate
doctorgrosz.com,80,1,0,1,urls,legitimate
azurejim.com,80,1,0,1,urls,legitimate
glosses.net,80,1,0,1,urls,legitimate
hirano.com,80,1,0,1,urls,legitimate
paxtonland.com,80,1,0,1,urls,legitimate
tarasue4u.com,80,1,0,1,urls,legitimate
svenrox.com,80,1,0,1,urls,legitimate
satansmojo.com,80,1,0,1,urls,legitimate
virtustate.com,80,1,0,1,urls,legitimate
yaysoft.com,80,1,0,1,urls,legitimate
lancheros.com,80,1,0,1,urls,legitimate
libertythink.com,80,1,0,1,urls,legitimate
dataangel.net,80,1,0,1,urls,legitimate
loose-slugs.com,80,1,0,1,urls,legitimate
rat-bag.net,80,1,0,1,urls,legitimate
thefatguy.com,80,1,0,1,urls,legitimate
soundbitten.com,80,1,0,1,urls,legitimate
kyrnin.com,80,1,0,1,urls,legitimate
nightclubjitters.com,80,1,0,1,urls,legitimate
everyotherday.com,80,1,0,1,urls,legitimate
bbartee.com,80,1,0,1,urls,legitimate
planetpeschel.com,80,1,0,1,urls,legitimate
ukazu.com,80,1,0,1,urls,legitimate
nutzso.com,80,1,0,1,urls,legitimate
privacyparts.com,80,1,0,1,,legitimate
joshsimmons.com,80,1,0,1,urls,legitimate
jasonmevius.com,80,1,0,1,urls,legitimate
berrytalk.com,80,1,0,1,urls,legitimate
topgold.com,80,1,0,1,urls,legitimate
shore.net,80,1,0,1,urls,legitimate
g-blog.net,80,1,0,1,urls,legitimate
annainthesky.net,80,1,0,1,urls,legitimate
homeip.net,80,1,0,1,urls,legitimate
gnueconomy.net,80,1,0,1,urls,legitimate
scenario.com,80,1,0,1,urls,legitimate
daisybrown.com,80,1,0,1,urls,legitimate
uberbin.net,80,1,0,1,urls,legitimate
the-protagonist.net,80,1,0,1,urls,legitimate
naladahc.com,80,1,0,1,urls,legitimate
supah.com,80,1,0,1,urls,legitimate
rvaughn.net,80,1,0,1,urls,legitimate
celticgrove.com,80,1,0,1,urls,legitimate
existentialmoo.com,80,1,0,1,urls,legitimate
opticgait.com,80,1,0,1,urls,legitimate
auctiondivas.net,80,1,0,1,urls,legitimate
renfield.net,80,1,0,1,urls,legitimate
athenaspeaks.com,80,1,0,1,urls,legitimate
onepotmeal.com,80,1,0,1,urls,legitimate
tbonez.com,80,1,0,1,urls,legitimate
whattheblog.com,80,1,0,1,urls,legitimate
polizeros.com,80,1,0,1,urls,legitimate
idenise.net,80,1,0,1,urls,legitimate
feareverything.com,80,1,0,1,urls,legitimate
iwilldare.com,80,1,0,1,urls,legitimate
daisyblossom.com,80,1,0,1,urls,legitimate
scarythingsinmyhead.com,80,1,0,1,,legitimate
littlemeanfish.com,80,1,0,1,urls,legitimate
laexaminer.com,80,1,0,1,urls,legitimate
blogfucker.com,80,1,0,1,urls,legitimate
glennfrazier.com,80,1,0,1,urls,legitimate
hipsmart.com,80,1,0,1,urls,legitimate
theamericanmind.com,80,1,0,1,urls,legitimate
altraptors.com,80,1,0,1,urls,legitimate
hanne.net,80,1,0,1,urls,legitimate
carbonatedink.com,80,1,0,1,urls,legitimate
smallestspace.com,80,1,0,1,urls,legitimate
smallbiztechnology.com,80,1,0,1,urls,legitimate
fongueusemare.com,80,1,0,1,urls,legitimate
theolsonfive.com,80,1,0,1,urls,legitimate
sleepyfroggie.net,80,1,0,1,urls,legitimate
jhames.com,80,1,0,1,urls,legitimate
raymarino.com,80,1,0,1,urls,legitimate
myjamby.com,80,1,0,1,urls,legitimate
raygarraud.com,80,1,0,1,urls,legitimate
tokenramblings.com,80,1,0,1,urls,legitimate
clickmomukhamo.com,80,1,0,1,urls,legitimate
southernexposed.com,80,1,0,1,urls,legitimate
spouting.net,80,1,0,1,urls,legitimate
stuartmdavis.com,80,1,0,1,urls,legitimate
sanityofsam.com,80,1,0,1,urls,legitimate
inkyblack.net,80,1,0,1,urls,legitimate
good-enough.net,80,1,0,1,urls,legitimate
davebushe.net,80,1,0,1,urls,legitimate
martydee.com,80,1,0,1,urls,legitimate
broadwaystars.com,80,1,0,1,urls,legitimate
inboxbuddy.com,80,1,0,1,urls,legitimate
tiltedwisdom.com,80,1,0,1,urls,legitimate
paulkohler.net,80,1,0,1,,legitimate
sunnymay.com,80,1,0,1,urls,legitimate
throughyoureyes.com,80,1,0,1,urls,legitimate
blisspuppet.com,80,1,0,1,urls,legitimate
motoblog.com,80,1,0,1,urls,legitimate
mrshughey.com,80,1,0,1,urls,legitimate
anadandy.com,80,1,0,1,urls,legitimate
shutitdown.net,80,1,0,1,urls,legitimate
tizwine.com,80,1,0,1,urls,legitimate
frostymoss.com,80,1,0,1,urls,legitimate
artistia.net,80,1,0,1,urls,legitimate
wallzzz.com,80,1,0,1,urls,legitimate
oliyoung.com,80,1,0,1,urls,legitimate
deepfun.com,80,1,0,1,urls,legitimate
podbaydoor.com,80,1,0,1,urls,legitimate
fsmetro.com,80,1,0,1,urls,legitimate
amabilis.net,80,1,0,1,urls,legitimate
prask.net,80,1,0,1,urls,legitimate
kartar.net,80,1,0,1,urls,legitimate
arakna.net,80,1,0,1,urls,legitimate
debsmousespot.com,80,1,0,1,urls,legitimate
realblog.com,80,1,0,1,urls,legitimate
lomn.net,80,1,0,1,urls,legitimate
bradsmith.net,80,1,0,1,urls,legitimate
damonwright.com,80,1,0,1,urls,legitimate
sweetconfetti.net,80,1,0,1,urls,legitimate
bsablogs.com,80,1,0,1,urls,legitimate
elderberries.com,80,1,0,1,urls,legitimate
lot49.com,80,1,0,1,urls,legitimate
inamood.com,80,1,0,1,urls,legitimate
listendontspeak.com,80,1,0,1,urls,legitimate
largeamericanpenis.com,80,1,0,1,urls,legitimate
webreference.com,80,1,0,1,urls,legitimate
fed-up.com,80,1,0,1,urls,legitimate
managedcaremag.com,80,1,0,1,urls,legitimate
quiltdepotohio.com,80,1,0,1,urls,legitimate
edithere.com,80,1,0,1,,legitimate
eatorange.com,80,1,0,1,urls,legitimate
benmaller.com,80,1,0,1,urls,legitimate
ginodeyoung.com,80,1,0,1,urls,legitimate
antigeek.net,80,1,0,1,urls,legitimate
thispageintentionallyleftblank.net,80,1,0,1,urls,legitimate
nevafeva.com,80,1,0,1,urls,legitimate
frowningmonkey.com,80,1,0,1,urls,legitimate
poetscorner.com,80,1,0,1,urls,legitimate
bunnymechanics.com,80,1,0,1,urls,legitimate
hustlebox.com,80,1,0,1,urls,legitimate
sitehouse.net,80,1,0,1,urls,legitimate
bamph.com,80,1,0,1,urls,legitimate
andrewraff.com,80,1,0,1,urls,legitimate
love-kills.net,80,1,0,1,urls,legitimate
lunanina.com,80,1,0,1,urls,legitimate
srijith.net,80,1,0,1,urls,legitimate
djwudi.com,80,1,0,1,urls,legitimate
doctornick.net,80,1,0,1,urls,legitimate
karchner.com,80,1,0,1,urls,legitimate
complete-review.com,80,1,0,1,urls,legitimate
kadyellebee.com,80,1,0,1,urls,legitimate
consciousmother.com,80,1,0,1,urls,legitimate
lilithofsherwood.com,80,1,0,1,urls,legitimate
sleepyme.net,80,1,0,1,urls,legitimate
hall-of-mirrors.com,80,1,0,1,urls,legitimate
xero79.com,80,1,0,1,urls,legitimate
morethanthat.com,80,1,0,1,urls,legitimate
bloganon.com,80,1,0,1,urls,legitimate
chaosn.com,80,1,0,1,urls,legitimate
uedesignlab.com,80,1,0,1,urls,legitimate
sitinthecorner.com,80,1,0,1,urls,legitimate
reverse-engine.com,80,1,0,1,urls,legitimate
heavenlydevinn.com,80,1,0,1,urls,legitimate
automatedalice.net,80,1,0,1,urls,legitimate
groogroo.com,80,1,0,1,urls,legitimate
inkgrrl.com,80,1,0,1,urls,legitimate
alanadevich.com,80,1,0,1,urls,legitimate
distantmelody.com,80,1,0,1,urls,legitimate
lockhartsteele.com,80,1,0,1,urls,legitimate
e-bongo.net,80,1,0,1,urls,legitimate
heartwhispers.com,80,1,0,1,urls,legitimate
morethanokay.com,80,1,0,1,urls,legitimate
holidian.com,80,1,0,1,urls,legitimate
painted-turtle.com,80,1,0,1,urls,legitimate
metalfeather.net,80,1,0,1,urls,legitimate
shilohbucher.com,80,1,0,1,urls,legitimate
bdragon.com,80,1,0,1,urls,legitimate
tds.net,80,1,0,1,urls,legitimate
brettneilson.com,80,1,0,1,urls,legitimate
chrisbarrus.com,80,1,0,1,urls,legitimate
hansv.com,80,1,0,1,urls,legitimate
tangentorange.com,80,1,0,1,urls,legitimate
rbgilbert.com,80,1,0,1,urls,legitimate
crispytomato.net,80,1,0,1,urls,legitimate
destination-theory.net,80,1,0,1,urls,legitimate
ravernurse.com,80,1,0,1,urls,legitimate
npotoday.com,80,1,0,1,urls,legitimate
chocolateorange.com,80,1,0,1,urls,legitimate
sfsw.net,80,1,0,1,urls,legitimate
r-win.com,80,1,0,1,urls,legitimate
thauvin.net,80,1,0,1,urls,legitimate
kissles.net,80,1,0,1,urls,legitimate
aslplz.com,80,1,0,1,urls,legitimate
