domain,legitimacy_score,total_occurrences,in_spam,in_ham,sources,category
warmbrain.com,80,1,0,1,urls,legitimate
asterius.com,80,1,0,1,urls,legitimate
bozzysworld.com,80,1,0,1,urls,legitimate
starchamber.com,80,1,0,1,urls,legitimate
gigasprite.com,80,1,0,1,urls,legitimate
panic.com,80,1,0,1,urls,legitimate
gamersnook.com,80,1,0,1,urls,legitimate
hoopsjunkie.net,80,1,0,1,urls,legitimate
gothamjazz.com,80,1,0,1,urls,legitimate
geekychick.net,80,1,0,1,urls,legitimate
humorisdead.com,80,1,0,1,urls,legitimate
astrogoth.com,80,1,0,1,urls,legitimate
genxtek.net,80,1,0,1,urls,legitimate
mjtsai.com,80,1,0,1,urls,legitimate
quibbling.net,80,1,0,1,urls,legitimate
illway.com,80,1,0,1,urls,legitimate
lo2k.net,80,1,0,1,urls,legitimate
foment.net,80,1,0,1,urls,legitimate
nicholasjon.com,80,1,0,1,urls,legitimate
beatsrhymesnlife.com,80,1,0,1,urls,legitimate
e-xact.com,80,1,0,1,urls,legitimate
deadyetliving.com,80,1,0,1,urls,legitimate
bobbychild.com,80,1,0,1,urls,legitimate
thelimeybrit.com,80,1,0,1,urls,legitimate
dawsonspeek.com,80,1,0,1,urls,legitimate
arbitrarily.net,80,1,0,1,urls,legitimate
trevorwilker.com,80,1,0,1,urls,legitimate
fredleal.com,80,1,0,1,urls,legitimate
asgods.com,80,1,0,1,urls,legitimate
orbyonline.com,80,1,0,1,urls,legitimate
puckupdate.com,80,1,0,1,urls,legitimate
webjunkiespalace.com,80,1,0,1,,legitimate
ultramicroscopic.com,80,1,0,1,urls,legitimate
innocence.com,80,1,0,1,urls,legitimate
matrixmasters.com,80,1,0,1,urls,legitimate
mindgutter.com,80,1,0,1,urls,legitimate
happyrobot.net,80,1,0,1,urls,legitimate
blogfodder.net,80,1,0,1,urls,legitimate
honan.net,80,1,0,1,urls,legitimate
gingergirl.net,80,1,0,1,urls,legitimate
open5ource.net,80,1,0,1,urls,legitimate
schafer.com,80,1,0,1,urls,legitimate
fezocasblurbs.com,80,1,0,1,urls,legitimate
love-productions.com,80,1,0,1,urls,legitimate
sperari.com,80,1,0,1,urls,legitimate
scottj.net,80,1,0,1,urls,legitimate
alkisah.com,80,1,0,1,urls,legitimate
novarese.net,80,1,0,1,urls,legitimate
bloggy.com,80,1,0,1,urls,legitimate
razorsoft.net,80,1,0,1,urls,legitimate
mytop5s.com,80,1,0,1,urls,legitimate
pamslife.com,80,1,0,1,urls,legitimate
dontvisit.com,80,1,0,1,urls,legitimate
zannie.com,80,1,0,1,urls,legitimate
mircury.com,80,1,0,1,urls,legitimate
mandarindesign.com,80,1,0,1,urls,legitimate
stefandevries.com,80,1,0,1,urls,legitimate
amyleblanc.com,80,1,0,1,urls,legitimate
coolpowers.com,80,1,0,1,urls,legitimate
littlelioness.net,80,1,0,1,urls,legitimate
thereisnocat.com,80,1,0,1,urls,legitimate
inter-alia.net,80,1,0,1,urls,legitimate
theblivit.net,80,1,0,1,urls,legitimate
thestormcrows.com,80,1,0,1,urls,legitimate
punkvinyl.com,80,1,0,1,urls,legitimate
justinrussell.com,80,1,0,1,urls,legitimate
onegoldenspoon.com,80,1,0,1,urls,legitimate
designweenie.com,80,1,0,1,urls,legitimate
karac.com,80,1,0,1,urls,legitimate
signalstation.com,80,1,0,1,urls,legitimate
vrieskist.net,80,1,0,1,urls,legitimate
brainloaf.com,80,1,0,1,urls,legitimate
orbtech.com,80,1,0,1,urls,legitimate
karlsbjerg.net,80,1,0,1,urls,legitimate
masterra.net,80,1,0,1,urls,legitimate
jaboobie.com,80,1,0,1,urls,legitimate
magickalmusings.net,80,1,0,1,urls,legitimate
womansworth.net,80,1,0,1,urls,legitimate
stevenleed.com,80,1,0,1,urls,legitimate
silvervalleyonline.com,80,1,0,1,urls,legitimate
irelan.net,80,1,0,1,urls,legitimate
bysandandsea.com,80,1,0,1,urls,legitimate
unsortable.com,80,1,0,1,urls,legitimate
teknoids.net,80,1,0,1,urls,legitimate
jaycub.com,80,1,0,1,urls,legitimate
thebrotherlove.com,80,1,0,1,urls,legitimate
creativsoft.com,80,1,0,1,urls,legitimate
erikswedlund.com,80,1,0,1,urls,legitimate
memoriafoto.net,80,1,0,1,urls,legitimate
themamamatrix.com,80,1,0,1,urls,legitimate
redwaterlily.com,80,1,0,1,urls,legitimate
foolofatook.com,80,1,0,1,urls,legitimate
fuckedworld.com,80,1,0,1,urls,legitimate
hiddencity.net,80,1,0,1,urls,legitimate
girl-on-a-bus.com,80,1,0,1,urls,legitimate
happypalm.com,80,1,0,1,urls,legitimate
sekluded.net,80,1,0,1,urls,legitimate
zopenx.net,80,1,0,1,urls,legitimate
monoki.com,80,1,0,1,urls,legitimate
mandalivia.com,80,1,0,1,urls,legitimate
colorfully-see-through-head.com,80,1,0,1,urls,legitimate
yarnbird.com,80,1,0,1,urls,legitimate
abe99.com,80,1,0,1,urls,legitimate
v-hold.net,80,1,0,1,urls,legitimate
wh5.com,80,1,0,1,urls,legitimate
petemoss.com,80,1,0,1,from,legitimate
spamnews.com,80,1,0,1,,legitimate
northernlight.com,80,1,0,1,urls,legitimate
whitehat.com,80,1,0,1,urls,legitimate
delias.com,80,1,0,1,urls,legitimate
iturf.com,80,1,0,1,"from, urls",legitimate
axess.com,80,1,0,1,,legitimate
allthingsnewengland.com,80,1,0,1,"from, urls",legitimate
clipstream.com,80,1,0,1,urls,legitimate
dsny.com,80,1,0,1,urls,legitimate
neto.net,80,1,0,1,,legitimate
theserverside.com,80,1,0,1,urls,legitimate
middleware-company.com,80,1,0,1,urls,legitimate
atre.net,80,1,0,1,urls,legitimate
searchsecurity.com,80,1,0,1,urls,legitimate
vnunet.com,80,1,0,1,urls,legitimate
searchnetworking.com,80,1,0,1,,legitimate
digitalguru.com,80,1,0,1,urls,legitimate
networkingdecisions.com,80,1,0,1,urls,legitimate
netcenter.com,80,1,0,1,urls,legitimate
geocaching.com,80,2,0,2,"from, urls",legitimate
hitbox.com,80,1,0,1,urls,legitimate
real.com,80,1,0,1,urls,legitimate
foxsports.com,80,1,0,1,from,legitimate
starflung.com,80,1,0,1,from,legitimate
mountainviewdata.com,80,1,0,1,from,legitimate
addr.com,80,1,0,1,from,legitimate
technovell.com,80,1,0,1,from,legitimate
mindview.net,80,1,0,1,urls,legitimate
tamil.net,80,1,0,1,urls,legitimate
algebra.com,80,1,0,1,urls,legitimate
codenetic.net,80,1,0,1,urls,legitimate
ssc.com,80,1,0,1,,legitimate
q-linux.com,80,1,0,1,urls,legitimate
valleyofthegeeks.com,80,1,0,1,urls,legitimate
bruceeckel.com,80,1,0,1,,legitimate
sarai.net,80,1,0,1,,legitimate
alphaque.com,80,1,0,1,urls,legitimate
sys-con.com,80,1,0,1,urls,legitimate
classic-novels.com,80,1,0,1,"from, urls",legitimate
daytips.com,80,1,0,1,"from, urls",legitimate
topica.com,80,1,0,1,urls,legitimate
poetrypreviews.com,80,1,0,1,urls,legitimate
handango.com,80,1,0,1,"from, urls",legitimate
chapura.com,80,1,0,1,urls,legitimate
imdb.com,80,1,0,1,urls,legitimate
omeda.com,80,2,0,2,urls,legitimate
vineyard.net,80,1,0,1,,legitimate
nydailynews.com,80,1,0,1,urls,legitimate
sewingwitch.com,80,1,0,1,urls,legitimate
alcatel.fr,75,5,1,4,from,legitimate
ucd.ie,75,7,2,5,"from, urls",legitimate
dcu.ie,75,12,1,11,"from, urls",legitimate
indigo.ie,75,3,1,2,from,legitimate
esatclear.ie,75,3,1,2,from,legitimate
iol.ie,75,8,1,7,from,legitimate
www.=,75,15,4,11,urls,legitimate
=,75,17,3,14,urls,legitimate
fastmail.fm,75,36,2,34,"from, urls",legitimate
libero.it,75,3,1,2,from,legitimate
blueyonder.co.uk,75,3,1,2,"from, urls",legitimate
wanadoo.fr,75,5,2,3,"from, urls",legitimate
www=,75,12,1,11,urls,legitimate
ww=,75,3,1,2,urls,legitimate
wireless.org.au,75,3,1,2,,legitimate
munnari.oz.au,75,28,0,28,,legitimate
tb.tf,75,7,0,7,urls,legitimate
linuxworks.com.au,75,7,0,7,from,legitimate
ed.ac.uk,75,18,0,18,"from, urls",legitimate
uptime.at,75,2,0,2,from,legitimate
staunton.ie,75,2,0,2,from,legitimate
timesonline.co.uk,75,4,0,4,urls,legitimate
argote.ch,75,28,0,28,from,legitimate
uwo.ca,75,1,0,1,urls,legitimate
waider.ie,75,8,0,8,from,legitimate
bbc.co.uk,75,20,0,20,urls,legitimate
tcnet.ne.jp,75,2,0,2,urls,legitimate
tcl.tk,75,1,0,1,urls,legitimate
gmx.co.uk,75,1,0,1,from,legitimate
upd.edu.ph,75,1,0,1,from,legitimate
demon.nl,75,3,0,3,urls,legitimate
zip.com.au,75,1,0,1,"from, urls",legitimate
ironclad.net.au,75,3,0,3,urls,legitimate
linkcreations.com.mx,75,1,0,1,from,legitimate
guardian.co.uk,75,14,0,14,urls,legitimate
starwars.org.pl,75,1,0,1,urls,legitimate
pinkbunny.co.uk,75,1,0,1,urls,legitimate
waroftheworlds.info,75,1,0,1,urls,legitimate
geekstyle.co.uk,75,2,0,2,urls,legitimate
readersheds.co.uk,75,1,0,1,urls,legitimate
eap.ca,75,1,0,1,urls,legitimate
aernet.ru,75,1,0,1,from,legitimate
msk.ru,75,1,0,1,urls,legitimate
fhs.ie,75,1,0,1,from,legitimate
diva.ie,75,1,0,1,from,legitimate
itcarlow.ie,75,2,0,2,,legitimate
vianetworks.ie,75,1,0,1,from,legitimate
www.dcc-,75,1,0,1,urls,legitimate
dsl-warehouse.co.uk,75,1,0,1,urls,legitimate
mine.nu,75,2,0,2,"from, urls",legitimate
iki.fi,75,25,0,25,"from, urls",legitimate
jang.com.pk,75,1,0,1,urls,legitimate
msquadrat.de,75,6,0,6,,legitimate
nobel.se,75,1,0,1,urls,legitimate
theregister.co.uk,75,17,0,17,"from, urls",legitimate
www.poptech.org<,75,3,0,3,urls,legitimate
newsletter.mediaunspun.com<,75,6,0,6,urls,legitimate
www.mediaunspun.com<,75,6,0,6,urls,legitimate
pravda.ru,75,2,0,2,urls,legitimate
techworks.ie,75,1,0,1,from,legitimate
tc.ca,75,3,0,3,from,legitimate
turkuamk.fi,75,1,0,1,urls,legitimate
meteoros.de,75,1,0,1,urls,legitimate
auf.asn.au,75,1,0,1,urls,legitimate
ursa.fi,75,1,0,1,urls,legitimate
yorkshirepost.co.uk,75,3,0,3,urls,legitimate
thesun.co.uk,75,2,0,2,urls,legitimate
prudential.co.uk,75,1,0,1,,legitimate
216.239.39.100,75,1,0,1,urls,legitimate
queensu.ca,75,1,0,1,urls,legitimate
dishone.st,75,1,0,1,,legitimate
atlasalu.ie,75,1,0,1,from,legitimate
kbs.ie,75,2,0,2,from,legitimate
w%77%77%2eo%70%74%6f%72%69um.n%65t,75,1,0,1,,legitimate
justice.gc.ca,75,1,0,1,urls,legitimate
ic.gc.ca,75,1,0,1,urls,legitimate
coe.int,75,1,0,1,urls,legitimate
privcom.gc.ca,75,1,0,1,urls,legitimate
uottawa.ca,75,1,0,1,urls,legitimate
fu-berlin.de,75,6,0,6,from,legitimate
your-name.com).,75,3,0,3,,legitimate
eclipse.co.uk,75,1,0,1,from,legitimate
asic-linux.com.mx,75,1,0,1,urls,legitimate
gmd.de,75,1,0,1,urls,legitimate
muni.cz,75,1,0,1,urls,legitimate
sandy.ru,75,1,0,1,from,legitimate
qu.to,75,7,0,7,from,legitimate
njl.us,75,4,0,4,urls,legitimate
ncl.ac.uk,75,1,0,1,urls,legitimate
meritsolutions.ie,75,2,0,2,from,legitimate
helsinki.fi,75,12,0,12,"from, urls",legitimate
conectiva.com.br,75,1,0,1,urls,legitimate
camperquake.de,75,4,0,4,from,legitimate
thisislocallondon.co.uk,75,2,0,2,urls,legitimate
zdnet.co.uk,75,1,0,1,urls,legitimate
xent.comon,75,14,0,14,,legitimate
nua.ie,75,2,0,2,urls,legitimate
csiro.au,75,1,0,1,urls,legitimate
huji.ac.il,75,1,0,1,urls,legitimate
nott.ac.uk,75,1,0,1,urls,legitimate
swin.edu.au,75,1,0,1,urls,legitimate
it.ca,75,1,0,1,,legitimate
af.mil,75,1,0,1,urls,legitimate
sdw.st,75,4,0,4,urls,legitimate
democracy.org.hk,75,1,0,1,urls,legitimate
techcentralstation.be,75,1,0,1,urls,legitimate
grida.no,75,1,0,1,urls,legitimate
greenend.org.uk,75,1,0,1,urls,legitimate
http:,75,1,0,1,urls,legitimate
explorer.ms=,75,1,0,1,urls,legitimate
explorer.msn.com<,75,1,0,1,urls,legitimate
www.digitaltransactionsforum.com<,75,2,0,2,urls,legitimate
hyperion.co.uk,75,3,0,3,urls,legitimate
www.chyp.com<,75,2,0,2,urls,legitimate
theage.com.au,75,2,0,2,urls,legitimate
news.com.au,75,5,0,5,urls,legitimate
domain.tld,75,1,0,1,,legitimate
priv.at,75,5,0,5,from,legitimate
triumf.ca,75,7,0,7,"from, urls",legitimate
kanga.nu,75,3,0,3,"from, urls",legitimate
uni.de,75,1,0,1,from,legitimate
shaw.ca,75,3,0,3,from,legitimate
nixia.no,75,12,0,12,urls,legitimate
freshrpms.neton,75,1,0,1,,legitimate
leenx.co.za,75,2,0,2,from,legitimate
southborough.ma.us,75,1,0,1,from,legitimate
surf.to,75,1,0,1,urls,legitimate
vibe.at,75,1,0,1,urls,legitimate
newtech.fi,75,4,0,4,from,legitimate
192.35.44.8,75,1,0,1,urls,legitimate
mdbcomunicacao.com.br,75,1,0,1,from,legitimate
rug.ac.be,75,8,0,8,"from, urls",legitimate
impression.nu,75,1,0,1,from,legitimate
terenet.com.br,75,2,0,2,from,legitimate
wexoe.dk,75,1,0,1,from,legitimate
startechgroup.co.uk,75,4,0,4,from,legitimate
roe.ch,75,1,0,1,,legitimate
hispalinux.es,75,1,0,1,from,legitimate
onlinehome.de,75,2,0,2,from,legitimate
univ-nantes.fr,75,3,0,3,from,legitimate
unet.net.ph,75,1,0,1,from,legitimate
unipi.it,75,1,0,1,urls,legitimate
penguin.it,75,1,0,1,,legitimate
eclipsys.qc.ca,75,2,0,2,from,legitimate
algroup.co.uk,75,1,0,1,from,legitimate
python.ca,75,5,0,5,from,legitimate
interlink.com.au,75,11,0,11,from,legitimate
www.grisoft.com<,75,1,0,1,urls,legitimate
dorfam.ca,75,1,0,1,from,legitimate
kics.bc.ca,75,1,0,1,urls,legitimate
shu.ac.uk,75,1,0,1,from,legitimate
www.constantcontact.com),75,1,0,1,,legitimate
wistaria.co.uk,75,1,0,1,,legitimate
reynolds.net.au,75,1,0,1,urls,legitimate
thebachchoir.org.uk,75,2,0,2,,legitimate
qmul.ac.uk,75,2,0,2,from,legitimate
websitemanagers.com.au,75,1,0,1,from,legitimate
chiu.bz,75,3,0,3,from,legitimate
ttu.ee,75,2,0,2,from,legitimate
unex.es,75,1,0,1,,legitimate
co-ver.it,75,2,0,2,"from, urls",legitimate
ncc.cc.nm.us,75,2,0,2,from,legitimate
ispras.ru,75,1,0,1,from,legitimate
crestech.ca,75,2,0,2,,legitimate
gerg.ca,75,7,0,7,urls,legitimate
python.orgon,75,1,0,1,,legitimate
io.dk,75,1,0,1,,legitimate
bricolage.cc,75,1,0,1,urls,legitimate
dave.org.uk,75,3,0,3,,legitimate
www.laughline.com),75,1,0,1,,legitimate
www.araycomedy.com),75,1,0,1,,legitimate
spame-diot.dk,75,1,0,1,,legitimate
yp.to,75,1,0,1,urls,legitimate
eldred.cc,75,2,0,2,urls,legitimate
hixie.ch,75,4,0,4,urls,legitimate
eveningnews24.co.uk,75,1,0,1,urls,legitimate
mfd-consult.dk,75,1,0,1,urls,legitimate
venere.it,75,1,0,1,urls,legitimate
uber.nu,75,1,0,1,urls,legitimate
localhost,75,1,0,1,urls,legitimate
contenu.nu,75,1,0,1,urls,legitimate
wildpalm.co.uk,75,1,0,1,urls,legitimate
provenio.ws,75,30,0,30,urls,legitimate
tvcd.biz,75,5,0,5,urls,legitimate
4team.biz,75,30,0,30,urls,legitimate
sulaco.co.za,75,1,0,1,urls,legitimate
ummail4.united=,75,9,0,9,urls,legitimate
umm=,75,9,0,9,urls,legitimate
ummail4.unitedm=,75,9,0,9,urls,legitimate
www.comics.com=,75,1,0,1,urls,legitimate
ummail4=,75,9,0,9,urls,legitimate
ummail4.=,75,9,0,9,urls,legitimate
www.flow=,75,9,0,9,urls,legitimate
ad.doublec=,75,9,0,9,urls,legitimate
www.c=,75,9,0,9,urls,legitimate
www.comic=,75,9,0,9,urls,legitimate
ummail4.unitedmedi=,75,9,0,9,urls,legitimate
www.co=,75,9,0,9,urls,legitimate
www.comics=,75,9,0,9,urls,legitimate
www.comi=,75,9,0,9,urls,legitimate
clickthru.online=,75,6,0,6,urls,legitimate
www.zdnet.co=,75,6,0,6,urls,legitimate
clickthru.online.com=,75,6,0,6,urls,legitimate
clickthru.=,75,7,0,7,urls,legitimate
www.zdnet.com=,75,6,0,6,urls,legitimate
c=,75,8,0,8,urls,legitimate
clickthru.on=,75,6,0,6,urls,legitimate
zzzason.or,75,6,0,6,,legitimate
clickthru.onlin=,75,8,0,8,urls,legitimate
www.kare.com<,75,1,0,1,urls,legitimate
bitcom.ch,75,1,0,1,urls,legitimate
cnet.comhttp:,75,1,0,1,urls,legitimate
clickthr=,75,2,0,2,urls,legitimate
clickthru.o=,75,1,0,1,urls,legitimate
www.zdne=,75,2,0,2,urls,legitimate
www.zd=,75,2,0,2,urls,legitimate
clickth=,75,2,0,2,urls,legitimate
home.cnet.com=,75,1,0,1,urls,legitimate
www.cnet.co=,75,2,0,2,urls,legitimate
home.cnet.c=,75,1,0,1,urls,legitimate
home=,75,2,0,2,urls,legitimate
cl=,75,2,0,2,urls,legitimate
www.zdn=,75,2,0,2,urls,legitimate
www.zdnet=,75,2,0,2,urls,legitimate
www.zdnet.=,75,3,0,3,urls,legitimate
cli=,75,3,0,3,urls,legitimate
www.voltexx.com<,75,4,0,4,urls,legitimate
www.opalis.com<,75,1,0,1,urls,legitimate
home.cn=,75,2,0,2,urls,legitimate
clickthru.onl=,75,3,0,3,urls,legitimate
clickthru.online.=,75,3,0,3,urls,legitimate
nl.com.com=,75,2,0,2,urls,legitimate
techupdate.zdne=,75,1,0,1,urls,legitimate
clickt=,75,3,0,3,urls,legitimate
clickthru.online.co=,75,2,0,2,urls,legitimate
clickthru.onli=,75,1,0,1,urls,legitimate
vector.co.jp,75,1,0,1,urls,legitimate
prv.pl,75,1,0,1,urls,legitimate
www.glitschka.com<,75,2,0,2,urls,legitimate
www.canonresellers.com<,75,1,0,1,urls,legitimate
www.fightcloud.com<,75,1,0,1,urls,legitimate
genie.it,75,1,0,1,urls,legitimate
ins.de,75,1,0,1,urls,legitimate
ic.ac.uk,75,1,0,1,urls,legitimate
bigpond.net.au,75,1,0,1,urls,legitimate
www,75,1,0,1,urls,legitimate
markus-bader.de,75,1,0,1,urls,legitimate
www.email911.com<,75,1,0,1,urls,legitimate
ubique.ch,75,1,0,1,urls,legitimate
click=,75,1,0,1,urls,legitimate
clickthru=,75,1,0,1,urls,legitimate
techupdate.zdnet.co=,75,1,0,1,urls,legitimate
commercialbreaksandbeats.co.uk,75,1,0,1,urls,legitimate
www.mexp.dk<,75,1,0,1,urls,legitimate
mexp.dk,75,1,0,1,urls,legitimate
www.gartner.com),75,1,0,1,,legitimate
ruhr-uni-bochum.de,75,7,0,7,,legitimate
securityrisk.co.uk,75,1,0,1,from,legitimate
yourwindow.to,75,1,0,1,urls,legitimate
jobfair24.de,75,2,0,2,"from, urls",legitimate
pull.xmr3.c=,75,1,0,1,urls,legitimate
gmx.de,75,1,0,1,,legitimate
cyberport.de,75,1,0,1,urls,legitimate
xpedite.de,75,1,0,1,urls,legitimate
f2m.xpedite.de<br,75,1,0,1,urls,legitimate
www&#46;aib&#46;ie,75,1,0,1,urls,legitimate
www&#46;aibgroup&#46;com,75,1,0,1,urls,legitimate
194&#46;69&#46;198&#46;130,75,1,0,1,urls,legitimate
buy4now.ie,75,1,0,1,"from, urls",legitimate
194.69.198.130,75,1,0,1,urls,legitimate
zzzason.o,75,1,0,1,urls,legitimate
www&#46;buy4now&#46;ie,75,1,0,1,urls,legitimate
aib.ie,75,1,0,1,urls,legitimate
telegraph.co.uk,75,1,0,1,urls,legitimate
yle.fi,75,1,0,1,urls,legitimate
canoe.ca,75,1,0,1,urls,legitimate
spectator.co.uk,75,1,0,1,urls,legitimate
radiobremen.de,75,1,0,1,urls,legitimate
athensnews.gr,75,1,0,1,urls,legitimate
chinadaily.com.cn,75,1,0,1,urls,legitimate
ahram.org.eg,75,1,0,1,urls,legitimate
thisisoxfordshire.co.uk,75,1,0,1,urls,legitimate
japantimes.co.jp,75,1,0,1,urls,legitimate
primarytrade.co.uk,75,1,0,1,urls,legitimate
ryanair.ie,75,1,0,1,,legitimate
cesnet.cz,75,1,0,1,urls,legitimate
e-matters.de,75,1,0,1,urls,legitimate
thebrainstrust.co.uk,75,1,0,1,urls,legitimate
girlskissing.co.uk,75,1,0,1,urls,legitimate
doyourecall.co.uk,75,1,0,1,urls,legitimate
martian.fm,75,1,0,1,urls,legitimate
unibe.ch,75,1,0,1,urls,legitimate
ica.org.uk,75,1,0,1,urls,legitimate
darpa.mil,75,1,0,1,urls,legitimate
%7bsburke%7d%20%7bat%7d%20%7bcpan.org%7d,75,1,0,1,,legitimate
omaha.ne.us,75,1,0,1,urls,legitimate
63.147.65.2,75,1,0,1,urls,legitimate
www.berkshireeagle.comhttp:,75,1,0,1,urls,legitimate
www.berkshire,75,1,0,1,urls,legitimate
cisco.com.au,75,1,0,1,urls,legitimate
optusnet.com.au,75,1,0,1,from,legitimate
globalnet.co.uk,75,1,0,1,urls,legitimate
ima.st,75,1,0,1,urls,legitimate
akerman.ca,75,1,0,1,urls,legitimate
thenewforum.ca,75,1,0,1,urls,legitimate
zeli.co.uk,75,1,0,1,urls,legitimate
herrie.be,75,1,0,1,urls,legitimate
erratic.nu,75,1,0,1,urls,legitimate
demmer.nl,75,1,0,1,urls,legitimate
torres.name,75,1,0,1,urls,legitimate
beem.us,75,1,0,1,urls,legitimate
landrum.cx,75,1,0,1,urls,legitimate
blogs.it,75,1,0,1,urls,legitimate
bare-foot.co.nz,75,1,0,1,urls,legitimate
ath.cx,75,1,0,1,urls,legitimate
middernacht.be,75,1,0,1,urls,legitimate
davidcrow.ca,75,1,0,1,urls,legitimate
marquis-kyle.com.au,75,1,0,1,urls,legitimate
visualnet.com.mx,75,1,0,1,urls,legitimate
boogaloo.be,75,1,0,1,urls,legitimate
webfroot.co.nz,75,1,0,1,urls,legitimate
them.ws,75,1,0,1,urls,legitimate
majid.info,75,1,0,1,urls,legitimate
seasonschange.us,75,1,0,1,urls,legitimate
usask.ca,75,1,0,1,urls,legitimate
66.221.71.120,75,1,0,1,urls,legitimate
8legs.nu,75,1,0,1,urls,legitimate
doppelganger.nu,75,1,0,1,urls,legitimate
64.247.33.2,75,1,0,1,urls,legitimate
dyndns.info,75,1,0,1,urls,legitimate
cix.co.uk,75,1,0,1,urls,legitimate
reptillie.nl,75,1,0,1,urls,legitimate
uibk.ac.at,75,1,0,1,urls,legitimate
rug.nl,75,1,0,1,urls,legitimate
gruetech.biz,75,1,0,1,urls,legitimate
cheesephone.co.uk,75,1,0,1,urls,legitimate
btipolska.pl,75,1,0,1,urls,legitimate
filternet.nl,75,1,0,1,urls,legitimate
belopia.be,75,1,0,1,urls,legitimate
iblog.dk,75,1,0,1,urls,legitimate
weboptie.nl,75,1,0,1,urls,legitimate
nerd.co.nz,75,1,0,1,urls,legitimate
pandora.be,75,1,0,1,urls,legitimate
atleu.ch,75,1,0,1,urls,legitimate
rien.info,75,1,0,1,urls,legitimate
gcal.ac.uk,75,1,0,1,urls,legitimate
craziness.us,75,1,0,1,urls,legitimate
djh.dk,75,1,0,1,urls,legitimate
bo.gs,75,1,0,1,urls,legitimate
x3ja.co.uk,75,1,0,1,urls,legitimate
dirtbike.ws,75,1,0,1,urls,legitimate
heffer.co.uk,75,1,0,1,urls,legitimate
speechless.nu,75,1,0,1,urls,legitimate
mark.ac,75,1,0,1,urls,legitimate
aiesec.ws,75,1,0,1,urls,legitimate
ukpoliticsmisc.org.uk,75,1,0,1,urls,legitimate
sfu.ca,75,1,0,1,urls,legitimate
visiontech.ltd.uk,75,1,0,1,urls,legitimate
weblog.com.ar,75,1,0,1,urls,legitimate
japadventure.be,75,1,0,1,urls,legitimate
euph.dk,75,1,0,1,urls,legitimate
217.160.137.66,75,1,0,1,urls,legitimate
blo.gs,75,1,0,1,"from, urls",legitimate
slaatje.nl,75,1,0,1,urls,legitimate
storyal.de,75,1,0,1,urls,legitimate
vidman.ca,75,1,0,1,urls,legitimate
vazdot.info,75,1,0,1,urls,legitimate
xiffy.nl,75,1,0,1,urls,legitimate
mirabilis.ca,75,1,0,1,urls,legitimate
ogre.ca,75,1,0,1,urls,legitimate
neuro.me.uk,75,1,0,1,urls,legitimate
macmagazine.com.br,75,1,0,1,urls,legitimate
netbib.de,75,1,0,1,urls,legitimate
rmit.edu.au,75,1,0,1,urls,legitimate
2best.nl,75,1,0,1,urls,legitimate
dotnetremoting.cc,75,1,0,1,urls,legitimate
carrie.cc,75,1,0,1,urls,legitimate
202.36.170.13,75,1,0,1,urls,legitimate
sepi.be,75,1,0,1,urls,legitimate
indise.co.uk,75,1,0,1,urls,legitimate
fratermd.co.uk,75,1,0,1,urls,legitimate
ejth.de,75,1,0,1,urls,legitimate
jimmyhat.nl,75,1,0,1,urls,legitimate
quebecurbain.qc.ca,75,1,0,1,urls,legitimate
2balles.cc,75,1,0,1,urls,legitimate
planet.nl,75,1,0,1,urls,legitimate
hellomate.info,75,1,0,1,urls,legitimate
cult.bg,75,1,0,1,urls,legitimate
tallack.name,75,1,0,1,urls,legitimate
karlsson.at,75,1,0,1,urls,legitimate
glitch.nu,75,1,0,1,urls,legitimate
studentbarneveld.nl,75,1,0,1,urls,legitimate
x-sync.co.uk,75,1,0,1,urls,legitimate
bauzon.ph,75,1,0,1,urls,legitimate
domilog.be,75,1,0,1,urls,legitimate
sankey.ca,75,1,0,1,urls,legitimate
prosaic.nu,75,1,0,1,urls,legitimate
talacko.co.uk,75,1,0,1,urls,legitimate
209.41.114.195,75,1,0,1,urls,legitimate
caboose.org.uk,75,1,0,1,urls,legitimate
smarta(s,75,1,0,1,,legitimate
alkoholbedarf.de,75,1,0,1,urls,legitimate
misdruk.nl,75,1,0,1,urls,legitimate
enginesofcreation.ie,75,1,0,1,urls,legitimate
myelin.co.nz,75,1,0,1,urls,legitimate
murphy.name,75,1,0,1,urls,legitimate
virgin-lands.co.uk,75,1,0,1,urls,legitimate
shacknet.nu,75,1,0,1,urls,legitimate
elrado.nl,75,1,0,1,urls,legitimate
wickens.ca,75,1,0,1,urls,legitimate
rocks.net.nz,75,1,0,1,urls,legitimate
66.242.139.28,75,1,0,1,urls,legitimate
bitnet.cx,75,1,0,1,urls,legitimate
peace.us,75,1,0,1,urls,legitimate
garnetknight.ca,75,1,0,1,urls,legitimate
mejlgaard.dk,75,1,0,1,urls,legitimate
zapology.co.uk,75,1,0,1,urls,legitimate
utwente.nl,75,1,0,1,urls,legitimate
ats20.de,75,1,0,1,urls,legitimate
amities.com.ar,75,1,0,1,urls,legitimate
80.71.2.98,75,1,0,1,urls,legitimate
elcipresenelpatio.com.ar,75,1,0,1,urls,legitimate
jodette.com.br,75,1,0,1,urls,legitimate
nea.pp.se,75,1,0,1,urls,legitimate
verbaljam.nl,75,1,0,1,urls,legitimate
chachacha.co.uk,75,1,0,1,urls,legitimate
aozora.nu,75,1,0,1,urls,legitimate
magicx.dk,75,1,0,1,urls,legitimate
woedend.nl,75,1,0,1,urls,legitimate
